trial_index,iteration_index,food_coordinate_x,food_coordinate_y,smell_concentration,distance,best_position_x,best_position_y
22,0,-9.889388911732471,9.389300529204363,0.32829177554796735,3.046070826266825,-7.465573442264809,6.682452498035765
22,1,-9.889388911732471,9.389300529204363,0.2176400238309106,4.594743110196139,-5.800000000000001,4.800000000000001
22,2,-9.889388911732471,9.389300529204363,0.12986148098836295,7.700512826352345,-2.5,1.5
22,3,-9.889388911732471,9.389300529204363,0.08087765892866966,12.364353929704537,1.9000000000000004,-2.8999999999999995
22,4,-9.889388911732471,9.389300529204363,0.058720341519901596,17.029873705027384,5.199999999999999,-6.199999999999999
22,5,-9.889388911732471,9.389300529204363,0.043807354386733874,22.82721734738742,10.1,-11.1
22,6,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,14,-13
22,7,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,8,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,9,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,10,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,11,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,12,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,13,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,14,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,15,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,16,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,17,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,18,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,19,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,20,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,21,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,22,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,23,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,24,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,25,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,26,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,27,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,28,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,29,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,30,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,31,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,32,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,33,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,34,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,35,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
22,36,-9.889388911732471,9.389300529204363,0.03600168374601237,27.7764786518009,10,-10
